,Others,Iota,Omicron,Delta,Alpha
2020-03-06,2.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0
2020-03-08,3.0,0.0,0.0,0.0,0.0
2020-03-09,4.0,0.0,0.0,0.0,0.0
2020-03-10,8.0,0.0,0.0,0.0,0.0
2020-03-11,19.0,0.0,0.0,0.0,0.0
2020-03-12,29.0,0.0,0.0,0.0,0.0
2020-03-13,79.0,0.0,0.0,0.0,0.0
2020-03-14,86.0,0.0,0.0,0.0,0.0
2020-03-15,119.0,0.0,0.0,0.0,0.0
2020-03-16,305.0,0.0,0.0,0.0,0.0
2020-03-17,343.0,0.0,0.0,0.0,0.0
2020-03-18,482.0,0.0,0.0,0.0,0.0
2020-03-19,623.0,0.0,0.0,0.0,0.0
2020-03-20,723.0,0.0,0.0,0.0,0.0
2020-03-21,491.0,0.0,0.0,0.0,0.0
2020-03-22,495.0,0.0,0.0,0.0,0.0
2020-03-23,730.0,0.0,0.0,0.0,0.0
2020-03-24,927.0,0.0,0.0,0.0,0.0
2020-03-25,1068.0,0.0,0.0,0.0,0.0
2020-03-26,998.0,0.0,0.0,0.0,0.0
2020-03-27,1090.0,0.0,0.0,0.0,0.0
2020-03-28,761.0,0.0,0.0,0.0,0.0
2020-03-29,699.0,0.0,0.0,0.0,0.0
2020-03-30,1315.0,0.0,0.0,0.0,0.0
2020-03-31,1282.0,0.0,0.0,0.0,0.0
2020-04-01,1240.0,0.0,0.0,0.0,0.0
2020-04-02,1289.0,0.0,0.0,0.0,0.0
2020-04-03,1452.0,0.0,0.0,0.0,0.0
2020-04-04,1012.0,0.0,0.0,0.0,0.0
2020-04-05,822.0,0.0,0.0,0.0,0.0
2020-04-06,1514.0,0.0,0.0,0.0,0.0
2020-04-07,1463.0,0.0,0.0,0.0,0.0
2020-04-08,1305.0,0.0,0.0,0.0,0.0
2020-04-09,1285.0,0.0,0.0,0.0,0.0
2020-04-10,1227.0,0.0,0.0,0.0,0.0
2020-04-11,998.0,0.0,0.0,0.0,0.0
2020-04-12,763.0,0.0,0.0,0.0,0.0
2020-04-13,693.0,0.0,0.0,0.0,0.0
2020-04-14,1076.0,0.0,0.0,0.0,0.0
2020-04-15,1068.0,0.0,0.0,0.0,0.0
2020-04-16,940.0,0.0,0.0,0.0,0.0
2020-04-17,916.0,0.0,0.0,0.0,0.0
2020-04-18,552.0,0.0,0.0,0.0,0.0
2020-04-19,532.0,0.0,0.0,0.0,0.0
2020-04-20,981.0,0.0,0.0,0.0,0.0
2020-04-21,641.0,0.0,0.0,0.0,0.0
2020-04-22,927.0,0.0,0.0,0.0,0.0
2020-04-23,735.0,0.0,0.0,0.0,0.0
2020-04-24,579.0,0.0,0.0,0.0,0.0
2020-04-25,418.0,0.0,0.0,0.0,0.0
2020-04-26,196.0,0.0,0.0,0.0,0.0
2020-04-27,551.0,0.0,0.0,0.0,0.0
2020-04-28,668.0,0.0,0.0,0.0,0.0
2020-04-29,557.0,0.0,0.0,0.0,0.0
2020-04-30,482.0,0.0,0.0,0.0,0.0
2020-05-01,450.0,0.0,0.0,0.0,0.0
2020-05-02,263.0,0.0,0.0,0.0,0.0
2020-05-03,153.0,0.0,0.0,0.0,0.0
2020-05-04,349.0,0.0,0.0,0.0,0.0
2020-05-05,294.0,0.0,0.0,0.0,0.0
2020-05-06,279.0,0.0,0.0,0.0,0.0
2020-05-07,298.0,0.0,0.0,0.0,0.0
2020-05-08,250.0,0.0,0.0,0.0,0.0
2020-05-09,175.0,0.0,0.0,0.0,0.0
2020-05-10,75.0,0.0,0.0,0.0,0.0
2020-05-11,226.0,0.0,0.0,0.0,0.0
2020-05-12,355.0,0.0,0.0,0.0,0.0
2020-05-13,461.0,0.0,0.0,0.0,0.0
2020-05-14,255.0,0.0,0.0,0.0,0.0
2020-05-15,181.0,0.0,0.0,0.0,0.0
2020-05-16,108.0,0.0,0.0,0.0,0.0
2020-05-17,56.0,0.0,0.0,0.0,0.0
2020-05-18,187.0,0.0,0.0,0.0,0.0
2020-05-19,182.0,0.0,0.0,0.0,0.0
2020-05-20,278.0,0.0,0.0,0.0,0.0
2020-05-21,199.0,0.0,0.0,0.0,0.0
2020-05-22,264.0,0.0,0.0,0.0,0.0
2020-05-23,90.0,0.0,0.0,0.0,0.0
2020-05-24,101.0,0.0,0.0,0.0,0.0
2020-05-25,103.0,0.0,0.0,0.0,0.0
2020-05-26,283.0,0.0,0.0,0.0,0.0
2020-05-27,184.0,0.0,0.0,0.0,0.0
2020-05-28,119.0,0.0,0.0,0.0,0.0
2020-05-29,164.0,0.0,0.0,0.0,0.0
2020-05-30,82.0,0.0,0.0,0.0,0.0
2020-05-31,30.0,0.0,0.0,0.0,0.0
2020-06-01,158.0,0.0,0.0,0.0,0.0
2020-06-02,123.0,0.0,0.0,0.0,0.0
2020-06-03,116.0,0.0,0.0,0.0,0.0
2020-06-04,127.0,0.0,0.0,0.0,0.0
2020-06-05,108.0,0.0,0.0,0.0,0.0
2020-06-06,50.0,0.0,0.0,0.0,0.0
2020-06-07,43.0,0.0,0.0,0.0,0.0
2020-06-08,96.0,0.0,0.0,0.0,0.0
2020-06-09,84.0,0.0,0.0,0.0,0.0
2020-06-10,75.0,0.0,0.0,0.0,0.0
2020-06-11,66.0,0.0,0.0,0.0,0.0
2020-06-12,80.0,0.0,0.0,0.0,0.0
2020-06-13,47.0,0.0,0.0,0.0,0.0
2020-06-14,27.0,0.0,0.0,0.0,0.0
2020-06-15,81.0,0.0,0.0,0.0,0.0
2020-06-16,80.0,0.0,0.0,0.0,0.0
2020-06-17,68.0,0.0,0.0,0.0,0.0
2020-06-18,60.0,0.0,0.0,0.0,0.0
2020-06-19,82.0,0.0,0.0,0.0,0.0
2020-06-20,53.0,0.0,0.0,0.0,0.0
2020-06-21,25.0,0.0,0.0,0.0,0.0
2020-06-22,92.0,0.0,0.0,0.0,0.0
2020-06-23,73.0,0.0,0.0,0.0,0.0
2020-06-24,90.0,0.0,0.0,0.0,0.0
2020-06-25,65.0,0.0,0.0,0.0,0.0
2020-06-26,66.0,0.0,0.0,0.0,0.0
2020-06-27,26.0,0.0,0.0,0.0,0.0
2020-06-28,35.0,0.0,0.0,0.0,0.0
2020-06-29,75.0,0.0,0.0,0.0,0.0
2020-06-30,77.0,0.0,0.0,0.0,0.0
2020-07-01,59.0,0.0,0.0,0.0,0.0
2020-07-02,76.0,0.0,0.0,0.0,0.0
2020-07-03,41.0,0.0,0.0,0.0,0.0
2020-07-04,21.0,0.0,0.0,0.0,0.0
2020-07-05,20.0,0.0,0.0,0.0,0.0
2020-07-06,68.0,0.0,0.0,0.0,0.0
2020-07-07,112.0,0.0,0.0,0.0,0.0
2020-07-08,83.0,0.0,0.0,0.0,0.0
2020-07-09,91.0,0.0,0.0,0.0,0.0
2020-07-10,65.0,0.0,0.0,0.0,0.0
2020-07-11,40.0,0.0,0.0,0.0,0.0
2020-07-12,44.0,0.0,0.0,0.0,0.0
2020-07-13,108.0,0.0,0.0,0.0,0.0
2020-07-14,70.0,0.0,0.0,0.0,0.0
2020-07-15,107.0,0.0,0.0,0.0,0.0
2020-07-16,94.0,0.0,0.0,0.0,0.0
2020-07-17,75.0,0.0,0.0,0.0,0.0
2020-07-18,54.0,0.0,0.0,0.0,0.0
2020-07-19,39.0,0.0,0.0,0.0,0.0
2020-07-20,95.0,0.0,0.0,0.0,0.0
2020-07-21,71.0,0.0,0.0,0.0,0.0
2020-07-22,79.0,0.0,0.0,0.0,0.0
2020-07-23,69.0,0.0,0.0,0.0,0.0
2020-07-24,73.0,0.0,0.0,0.0,0.0
2020-07-25,25.0,0.0,0.0,0.0,0.0
2020-07-26,30.0,0.0,0.0,0.0,0.0
2020-07-27,58.0,0.0,0.0,0.0,0.0
2020-07-28,58.0,0.0,0.0,0.0,0.0
2020-07-29,80.0,0.0,0.0,0.0,0.0
2020-07-30,58.0,0.0,0.0,0.0,0.0
2020-07-31,55.0,0.0,0.0,0.0,0.0
2020-08-01,37.0,0.0,0.0,0.0,0.0
2020-08-02,30.0,0.0,0.0,0.0,0.0
2020-08-03,96.0,0.0,0.0,0.0,0.0
2020-08-04,47.0,0.0,0.0,0.0,0.0
2020-08-05,66.0,0.0,0.0,0.0,0.0
2020-08-06,65.0,0.0,0.0,0.0,0.0
2020-08-07,53.0,0.0,0.0,0.0,0.0
2020-08-08,30.0,0.0,0.0,0.0,0.0
2020-08-09,19.0,0.0,0.0,0.0,0.0
2020-08-10,89.0,0.0,0.0,0.0,0.0
2020-08-11,70.0,0.0,0.0,0.0,0.0
2020-08-12,59.0,0.0,0.0,0.0,0.0
2020-08-13,61.0,0.0,0.0,0.0,0.0
2020-08-14,68.0,0.0,0.0,0.0,0.0
2020-08-15,42.0,0.0,0.0,0.0,0.0
2020-08-16,23.0,0.0,0.0,0.0,0.0
2020-08-17,71.0,0.0,0.0,0.0,0.0
2020-08-18,55.0,0.0,0.0,0.0,0.0
2020-08-19,50.0,0.0,0.0,0.0,0.0
2020-08-20,64.0,0.0,0.0,0.0,0.0
2020-08-21,52.0,0.0,0.0,0.0,0.0
2020-08-22,29.0,0.0,0.0,0.0,0.0
2020-08-23,32.0,0.0,0.0,0.0,0.0
2020-08-24,64.0,0.0,0.0,0.0,0.0
2020-08-25,64.0,0.0,0.0,0.0,0.0
2020-08-26,64.0,0.0,0.0,0.0,0.0
2020-08-27,53.0,0.0,0.0,0.0,0.0
2020-08-28,77.0,0.0,0.0,0.0,0.0
2020-08-29,28.0,0.0,0.0,0.0,0.0
2020-08-30,20.0,0.0,0.0,0.0,0.0
2020-08-31,46.0,0.0,0.0,0.0,0.0
2020-09-01,52.0,0.0,0.0,0.0,0.0
2020-09-02,42.0,0.0,0.0,0.0,0.0
2020-09-03,40.0,0.0,0.0,0.0,0.0
2020-09-04,44.0,0.0,0.0,0.0,0.0
2020-09-05,30.0,0.0,0.0,0.0,0.0
2020-09-06,18.0,0.0,0.0,0.0,0.0
2020-09-07,32.0,0.0,0.0,0.0,0.0
2020-09-08,81.0,0.0,0.0,0.0,0.0
2020-09-09,56.0,0.0,0.0,0.0,0.0
2020-09-10,45.0,0.0,0.0,0.0,0.0
2020-09-11,55.0,0.0,0.0,0.0,0.0
2020-09-12,35.0,0.0,0.0,0.0,0.0
2020-09-13,19.0,0.0,0.0,0.0,0.0
2020-09-14,75.0,0.0,0.0,0.0,0.0
2020-09-15,62.0,0.0,0.0,0.0,0.0
2020-09-16,60.0,0.0,0.0,0.0,0.0
2020-09-17,61.0,0.0,0.0,0.0,0.0
2020-09-18,45.0,0.0,0.0,0.0,0.0
2020-09-19,30.0,0.0,0.0,0.0,0.0
2020-09-20,32.0,0.0,0.0,0.0,0.0
2020-09-21,73.0,0.0,0.0,0.0,0.0
2020-09-22,67.0,0.0,0.0,0.0,0.0
2020-09-23,89.0,0.0,0.0,0.0,0.0
2020-09-24,71.0,0.0,0.0,0.0,0.0
2020-09-25,49.0,0.0,0.0,0.0,0.0
2020-09-26,42.0,0.0,0.0,0.0,0.0
2020-09-27,32.0,0.0,0.0,0.0,0.0
2020-09-28,82.0,0.0,0.0,0.0,0.0
2020-09-29,65.0,0.0,0.0,0.0,0.0
2020-09-30,52.0,0.0,0.0,0.0,0.0
2020-10-01,82.0,0.0,0.0,0.0,0.0
2020-10-02,80.0,0.0,0.0,0.0,0.0
2020-10-03,34.0,0.0,0.0,0.0,0.0
2020-10-04,34.0,0.0,0.0,0.0,0.0
2020-10-05,94.0,0.0,0.0,0.0,0.0
2020-10-06,67.0,0.0,0.0,0.0,0.0
2020-10-07,75.0,0.0,0.0,0.0,0.0
2020-10-08,83.0,0.0,0.0,0.0,0.0
2020-10-09,92.0,0.0,0.0,0.0,0.0
2020-10-10,36.0,0.0,0.0,0.0,0.0
2020-10-11,38.0,0.0,0.0,0.0,0.0
2020-10-12,53.0,0.0,0.0,0.0,0.0
2020-10-13,91.0,0.0,0.0,0.0,0.0
2020-10-14,89.0,0.0,0.0,0.0,0.0
2020-10-15,91.0,0.0,0.0,0.0,0.0
2020-10-16,78.0,0.0,0.0,0.0,0.0
2020-10-17,64.0,0.0,0.0,0.0,0.0
2020-10-18,45.0,0.0,0.0,0.0,0.0
2020-10-19,107.0,0.0,0.0,0.0,0.0
2020-10-20,91.0,0.0,0.0,0.0,0.0
2020-10-21,96.0,0.0,0.0,0.0,0.0
2020-10-22,122.0,0.0,0.0,0.0,0.0
2020-10-23,115.0,0.0,0.0,0.0,0.0
2020-10-24,73.0,0.0,0.0,0.0,0.0
2020-10-25,67.0,0.0,0.0,0.0,0.0
2020-10-26,132.0,0.0,0.0,0.0,0.0
2020-10-27,119.0,0.0,0.0,0.0,0.0
2020-10-28,124.0,0.0,0.0,0.0,0.0
2020-10-29,100.0,0.0,0.0,0.0,0.0
2020-10-30,115.0,0.0,0.0,0.0,0.0
2020-10-31,65.0,0.0,0.0,0.0,0.0
2020-11-01,57.0,0.0,0.0,0.0,0.0
2020-11-02,159.0,0.0,0.0,0.0,0.0
2020-11-03,153.0,0.0,0.0,0.0,0.0
2020-11-04,187.0,0.0,0.0,0.0,0.0
2020-11-05,198.0,0.0,0.0,0.0,0.0
2020-11-06,192.0,0.0,0.0,0.0,0.0
2020-11-07,134.0,0.0,0.0,0.0,0.0
2020-11-08,106.0,0.0,0.0,0.0,0.0
2020-11-09,240.0,0.0,0.0,0.0,0.0
2020-11-10,274.0,0.0,0.0,0.0,0.0
2020-11-11,239.0,0.0,0.0,0.0,0.0
2020-11-12,248.0,0.0,0.0,0.0,0.0
2020-11-13,272.0,0.0,0.0,0.0,0.0
2020-11-14,193.0,0.0,0.0,0.0,0.0
2020-11-15,135.0,0.0,0.0,0.0,0.0
2020-11-16,314.0,0.0,0.0,0.0,0.0
2020-11-17,337.0,0.0,0.0,0.0,0.0
2020-11-18,307.0,0.0,0.0,0.0,0.0
2020-11-19,362.0,0.0,0.0,0.0,0.0
2020-11-20,328.0,0.0,0.0,0.0,0.0
2020-11-21,254.0,0.0,0.0,0.0,0.0
2020-11-22,183.0,0.0,0.0,0.0,0.0
2020-11-23,437.0,0.0,0.0,0.0,0.0
2020-11-24,376.0,0.0,0.0,0.0,0.0
2020-11-25,425.0,0.0,0.0,0.0,0.0
2020-11-26,137.0,0.0,0.0,0.0,0.0
2020-11-27,387.0,0.0,0.0,0.0,0.0
2020-11-28,333.0,0.0,0.0,0.0,0.0
2020-11-29,244.0,0.0,0.0,0.0,0.0
2020-11-30,460.0,0.0,0.0,0.0,0.0
2020-12-01,589.0,0.0,0.0,0.0,0.0
2020-12-02,540.0,0.0,0.0,0.0,0.0
2020-12-03,0.0,523.0,0.0,0.0,0.0
2020-12-04,0.0,562.0,0.0,0.0,0.0
2020-12-05,0.0,325.0,0.0,0.0,0.0
2020-12-06,0.0,249.0,0.0,0.0,0.0
2020-12-07,554.0,0.0,0.0,0.0,0.0
2020-12-08,496.0,0.0,0.0,0.0,0.0
2020-12-09,264.0,264.0,0.0,0.0,0.0
2020-12-10,571.0,0.0,0.0,0.0,0.0
2020-12-11,501.0,0.0,0.0,0.0,0.0
2020-12-12,392.0,0.0,0.0,0.0,0.0
2020-12-13,311.0,0.0,0.0,0.0,0.0
2020-12-14,614.0,0.0,0.0,0.0,0.0
2020-12-15,634.0,0.0,0.0,0.0,0.0
2020-12-16,395.55555555555554,49.44444444444444,0.0,0.0,0.0
2020-12-17,266.0,0.0,0.0,0.0,0.0
2020-12-18,619.0,0.0,0.0,0.0,0.0
2020-12-19,324.0,81.0,0.0,0.0,0.0
2020-12-20,292.0,0.0,0.0,0.0,0.0
2020-12-21,597.5,119.5,0.0,0.0,0.0
2020-12-22,732.0,0.0,0.0,0.0,0.0
2020-12-23,635.0,0.0,0.0,0.0,0.0
2020-12-24,431.1428571428571,71.85714285714285,0.0,0.0,0.0
2020-12-25,118.46153846153847,35.53846153846154,0.0,0.0,0.0
2020-12-26,537.0,0.0,0.0,0.0,0.0
2020-12-27,420.0,60.0,0.0,0.0,0.0
2020-12-28,896.3636363636364,123.63636363636364,0.0,0.0,0.0
2020-12-29,949.8260869565217,43.17391304347826,0.0,0.0,0.0
2020-12-30,860.4444444444443,107.55555555555554,0.0,0.0,0.0
2020-12-31,598.5,66.5,0.0,0.0,0.0
2021-01-01,169.6470588235294,36.352941176470594,0.0,0.0,0.0
2021-01-02,723.0,0.0,0.0,0.0,0.0
2021-01-03,514.0,0.0,0.0,0.0,0.0
2021-01-04,1119.8727272727272,137.12727272727273,0.0,0.0,0.0
2021-01-05,1049.4,116.60000000000001,0.0,0.0,0.0
2021-01-06,1069.392857142857,39.607142857142854,0.0,0.0,0.0
2021-01-07,714.1818181818182,267.8181818181818,0.0,0.0,0.0
2021-01-08,985.0,0.0,0.0,0.0,0.0
2021-01-09,677.0,0.0,0.0,0.0,0.0
2021-01-10,462.0,0.0,0.0,0.0,0.0
2021-01-11,856.5,285.5,0.0,0.0,0.0
2021-01-12,749.25,249.75,0.0,0.0,0.0
2021-01-13,928.8888888888888,116.1111111111111,0.0,0.0,0.0
2021-01-14,859.3181818181819,135.68181818181816,0.0,0.0,0.0
2021-01-15,806.6363636363636,127.36363636363636,0.0,0.0,0.0
2021-01-16,505.83333333333337,101.16666666666666,0.0,0.0,0.0
2021-01-17,439.25,62.75,0.0,0.0,0.0
2021-01-18,606.3157894736842,161.68421052631578,0.0,0.0,0.0
2021-01-19,837.0,248.0,0.0,0.0,0.0
2021-01-20,889.7142857142857,148.28571428571428,0.0,0.0,0.0
2021-01-21,769.6,192.4,0.0,0.0,0.0
2021-01-22,1062.0,0.0,0.0,0.0,0.0
2021-01-23,568.3333333333334,0.0,0.0,0.0,113.66666666666666
2021-01-24,380.25,126.75,0.0,0.0,0.0
2021-01-25,1070.0,107.0,0.0,0.0,0.0
2021-01-26,618.4615384615385,154.6153846153846,0.0,0.0,231.92307692307693
2021-01-27,619.375,371.625,0.0,0.0,0.0
2021-01-28,588.608695652174,336.3478260869565,0.0,0.0,42.04347826086956
2021-01-29,439.8,293.2,0.0,0.0,0.0
2021-01-30,378.76000000000005,178.24,0.0,0.0,0.0
2021-01-31,379.38461538461536,168.6153846153846,0.0,0.0,0.0
2021-02-01,93.8888888888889,65.72222222222223,0.0,0.0,9.388888888888888
2021-02-02,253.16666666666669,144.66666666666666,0.0,0.0,36.166666666666664
2021-02-03,794.9090909090909,298.09090909090907,0.0,0.0,0.0
2021-02-04,572.3255813953488,423.0232558139535,0.0,0.0,74.65116279069767
2021-02-05,476.5,408.4285714285714,0.0,0.0,68.07142857142857
2021-02-06,337.03125,359.5,0.0,0.0,22.46875
2021-02-07,169.71428571428572,138.85714285714286,0.0,0.0,15.428571428571427
2021-02-08,423.6923076923077,523.3846153846154,0.0,0.0,24.923076923076923
2021-02-09,514.1176470588235,359.88235294117646,0.0,0.0,0.0
2021-02-10,267.0769230769231,600.9230769230769,0.0,0.0,0.0
2021-02-11,457.89473684210526,190.78947368421052,0.0,0.0,76.3157894736842
2021-02-12,384.3529411764706,341.6470588235294,0.0,0.0,0.0
2021-02-13,200.0,160.0,0.0,0.0,60.0
2021-02-14,144.27777777777777,226.72222222222223,0.0,0.0,0.0
2021-02-15,263.5,263.5,0.0,0.0,0.0
2021-02-16,78.80000000000001,630.4000000000001,0.0,0.0,78.80000000000001
2021-02-17,294.0952380952381,477.9047619047619,0.0,0.0,0.0
2021-02-18,147.30769230769232,235.6923076923077,0.0,0.0,0.0
2021-02-19,264.85714285714283,353.1428571428571,0.0,0.0,0.0
2021-02-20,110.8695652173913,399.1304347826087,0.0,0.0,0.0
2021-02-21,102.57142857142857,188.04761904761907,0.0,0.0,68.38095238095238
2021-02-22,282.0,446.5,0.0,0.0,23.5
2021-02-23,243.66666666666666,365.5,0.0,0.0,121.83333333333333
2021-02-24,453.72727272727275,259.27272727272725,0.0,0.0,0.0
2021-02-25,190.66666666666666,476.66666666666663,0.0,0.0,47.666666666666664
2021-02-26,270.40000000000003,360.5333333333333,0.0,0.0,45.06666666666666
2021-02-27,137.0909090909091,239.9090909090909,0.0,0.0,0.0
2021-02-28,164.5,164.5,0.0,0.0,0.0
2021-03-01,250.07894736842107,442.4473684210526,0.0,0.0,38.473684210526315
2021-03-02,200.71428571428572,281.0,0.0,0.0,80.28571428571428
2021-03-03,232.0,348.0,0.0,0.0,58.0
2021-03-04,230.0,345.0,0.0,0.0,0.0
2021-03-05,277.0,277.0,0.0,0.0,0.0
2021-03-06,146.66666666666666,110.0,0.0,0.0,73.33333333333333
2021-03-07,111.92307692307693,89.53846153846155,0.0,0.0,89.53846153846155
2021-03-08,208.33333333333331,364.58333333333337,0.0,0.0,52.08333333333333
2021-03-09,290.5,217.875,0.0,0.0,72.625
2021-03-10,224.8,224.8,0.0,0.0,112.4
2021-03-11,0.0,544.0,0.0,0.0,0.0
2021-03-12,122.78571428571428,368.3571428571429,0.0,0.0,81.85714285714285
2021-03-13,132.4,198.6,0.0,0.0,0.0
2021-03-14,83.0,83.0,0.0,0.0,83.0
2021-03-15,282.0,211.5,0.0,0.0,70.5
2021-03-16,0.0,569.0,0.0,0.0,0.0
2021-03-17,0.0,517.0,0.0,0.0,0.0
2021-03-18,415.83333333333337,0.0,0.0,0.0,83.16666666666666
2021-03-19,126.0,210.0,0.0,0.0,210.0
2021-03-20,60.72727272727273,212.54545454545453,0.0,0.0,60.72727272727273
2021-03-21,147.0,147.0,0.0,0.0,0.0
2021-03-22,201.23076923076925,301.84615384615387,0.0,0.0,150.92307692307693
2021-03-23,283.0,188.66666666666666,0.0,0.0,94.33333333333333
2021-03-24,0.0,579.0,0.0,0.0,0.0
2021-03-25,70.88888888888889,496.22222222222223,0.0,0.0,70.88888888888889
2021-03-26,170.4,170.4,0.0,0.0,227.20000000000002
2021-03-27,121.0,161.33333333333331,0.0,0.0,80.66666666666666
2021-03-28,101.60000000000001,101.60000000000001,0.0,0.0,50.800000000000004
2021-03-29,278.22222222222223,278.22222222222223,0.0,0.0,69.55555555555556
2021-03-30,273.6923076923077,136.84615384615384,0.0,0.0,182.46153846153848
2021-03-31,338.66666666666663,169.33333333333331,0.0,0.0,0.0
2021-04-01,100.2,200.4,0.0,0.0,200.4
2021-04-02,180.0,180.0,0.0,0.0,0.0
2021-04-03,78.5,235.5,0.0,0.0,0.0
2021-04-04,0.0,95.5,0.0,0.0,95.5
2021-04-05,303.0,202.0,0.0,0.0,0.0
2021-04-06,100.0,300.0,0.0,0.0,100.0
2021-04-07,0.0,311.3333333333333,0.0,0.0,155.66666666666666
2021-04-08,139.0,69.5,0.0,0.0,208.5
2021-04-09,0.0,178.0,0.0,0.0,178.0
2021-04-10,115.5,0.0,0.0,0.0,115.5
2021-04-11,51.14285714285714,25.57142857142857,0.0,0.0,102.28571428571428
2021-04-12,179.55555555555554,89.77777777777777,0.0,0.0,134.66666666666666
2021-04-13,0.0,385.0,0.0,0.0,0.0
2021-04-14,43.625,261.75,0.0,0.0,43.625
2021-04-15,118.0,59.0,0.0,0.0,177.0
2021-04-16,0.0,129.5,0.0,0.0,129.5
2021-04-17,0.0,0.0,0.0,0.0,209.0
2021-04-18,54.666666666666664,54.666666666666664,0.0,0.0,54.666666666666664
2021-04-19,143.5,0.0,0.0,0.0,143.5
2021-04-20,95.33333333333333,95.33333333333333,0.0,0.0,95.33333333333333
2021-04-21,0.0,209.0,0.0,0.0,0.0
2021-04-22,0.0,169.5,0.0,0.0,56.5
2021-04-23,0.0,162.75,0.0,0.0,54.25
2021-04-24,0.0,53.57142857142857,0.0,0.0,71.42857142857143
2021-04-25,0.0,95.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,226.0
2021-04-27,68.0,0.0,0.0,0.0,136.0
2021-04-28,95.0,0.0,0.0,0.0,95.0
2021-04-29,154.0,0.0,0.0,0.0,0.0
2021-04-30,57.0,0.0,0.0,0.0,114.0
2021-05-01,0.0,43.0,0.0,0.0,43.0
2021-05-02,0.0,18.25,0.0,0.0,54.75
2021-05-03,0.0,151.0,0.0,0.0,0.0
2021-05-04,104.0,0.0,0.0,0.0,52.0
2021-05-05,94.0,0.0,0.0,0.0,47.0
2021-05-06,0.0,0.0,0.0,0.0,133.0
2021-05-07,137.0,0.0,0.0,0.0,0.0
2021-05-08,24.400000000000002,12.200000000000001,0.0,0.0,24.400000000000002
2021-05-09,21.200000000000003,10.600000000000001,0.0,0.0,21.200000000000003
2021-05-10,32.5,0.0,0.0,0.0,97.5
2021-05-11,45.0,0.0,0.0,0.0,45.0
2021-05-12,0.0,0.0,0.0,0.0,109.0
2021-05-13,0.0,0.0,0.0,0.0,93.0
2021-05-14,0.0,0.0,0.0,0.0,77.0
2021-05-15,0.0,0.0,0.0,0.0,46.0
2021-05-16,0.0,0.0,0.0,0.0,48.0
2021-05-17,79.0,0.0,0.0,0.0,0.0
2021-05-18,0.0,0.0,0.0,0.0,71.0
2021-05-19,0.0,0.0,0.0,0.0,74.0
2021-05-20,0.0,0.0,0.0,0.0,67.0
2021-05-21,54.0,0.0,0.0,0.0,0.0
2021-05-22,0.0,35.0,0.0,0.0,0.0
2021-05-23,29.0,0.0,0.0,0.0,0.0
2021-05-24,0.0,0.0,0.0,0.0,57.0
2021-05-25,0.0,0.0,0.0,0.0,48.0
2021-05-26,0.0,0.0,0.0,0.0,44.0
2021-05-27,28.0,0.0,0.0,0.0,28.0
2021-05-28,0.0,0.0,0.0,0.0,36.0
2021-05-29,0.0,0.0,0.0,0.0,22.0
2021-05-30,0.0,0.0,0.0,0.0,25.0
2021-05-31,0.0,0.0,0.0,0.0,15.0
2021-06-01,0.0,0.0,0.0,0.0,72.0
2021-06-02,0.0,0.0,0.0,0.0,52.0
2021-06-03,0.0,0.0,0.0,0.0,45.0
2021-06-04,38.0,0.0,0.0,19.0,0.0
2021-06-05,27.333333333333332,0.0,0.0,13.666666666666666,0.0
2021-06-06,16.0,0.0,0.0,8.0,0.0
2021-06-07,0.0,0.0,0.0,28.5,28.5
2021-06-08,0.0,0.0,0.0,19.0,19.0
2021-06-09,0.0,0.0,0.0,28.0,28.0
2021-06-10,0.0,0.0,0.0,16.5,16.5
2021-06-11,0.0,40.0,0.0,0.0,0.0
2021-06-12,0.0,25.0,0.0,0.0,0.0
2021-06-13,0.0,18.0,0.0,0.0,0.0
2021-06-14,0.0,38.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,30.0,0.0
2021-06-16,0.0,0.0,0.0,29.0,0.0
2021-06-17,0.0,0.0,0.0,36.0,0.0
2021-06-18,0.0,0.0,0.0,19.0,0.0
2021-06-19,0.0,0.0,0.0,18.0,0.0
2021-06-20,0.0,0.0,0.0,15.0,0.0
2021-06-21,0.0,0.0,0.0,27.0,0.0
2021-06-22,0.0,0.0,0.0,22.0,0.0
2021-06-23,0.0,0.0,0.0,27.0,0.0
