CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,SEX,RACE,CUMULATIVE RATE,WEEKLY RATE
California,EIP,2020-22,2020,10,Overall,Overall,Overall,0.2,0.2
California,EIP,2020-22,2020,11,Overall,Overall,Overall,0.9,0.7
California,EIP,2020-22,2020,12,Overall,Overall,Overall,3,2.1
California,EIP,2020-22,2020,13,Overall,Overall,Overall,6.6,3.6
California,EIP,2020-22,2020,14,Overall,Overall,Overall,10.4,3.7
California,EIP,2020-22,2020,15,Overall,Overall,Overall,14.4,4
California,EIP,2020-22,2020,16,Overall,Overall,Overall,17.9,3.6
California,EIP,2020-22,2020,17,Overall,Overall,Overall,20.2,2.2
California,EIP,2020-22,2020,18,Overall,Overall,Overall,22.6,2.5
California,EIP,2020-22,2020,19,Overall,Overall,Overall,25.1,2.4
California,EIP,2020-22,2020,20,Overall,Overall,Overall,27.1,2.1
California,EIP,2020-22,2020,21,Overall,Overall,Overall,29.4,2.2
California,EIP,2020-22,2020,22,Overall,Overall,Overall,31.9,2.5
California,EIP,2020-22,2020,23,Overall,Overall,Overall,34.7,2.8
California,EIP,2020-22,2020,24,Overall,Overall,Overall,37,2.3
California,EIP,2020-22,2020,25,Overall,Overall,Overall,39.8,2.8
California,EIP,2020-22,2020,26,Overall,Overall,Overall,43.7,3.9
California,EIP,2020-22,2020,27,Overall,Overall,Overall,49.4,5.7
California,EIP,2020-22,2020,28,Overall,Overall,Overall,55.7,6.3
California,EIP,2020-22,2020,29,Overall,Overall,Overall,63,7.3
California,EIP,2020-22,2020,30,Overall,Overall,Overall,71.2,8.1
California,EIP,2020-22,2020,31,Overall,Overall,Overall,78.9,7.8
California,EIP,2020-22,2020,32,Overall,Overall,Overall,85.2,6.3
California,EIP,2020-22,2020,33,Overall,Overall,Overall,92.3,7.1
California,EIP,2020-22,2020,34,Overall,Overall,Overall,99.1,6.8
California,EIP,2020-22,2020,35,Overall,Overall,Overall,105.5,6.4
California,EIP,2020-22,2020,36,Overall,Overall,Overall,110.6,5.1
California,EIP,2020-22,2020,37,Overall,Overall,Overall,115.3,4.8
California,EIP,2020-22,2020,38,Overall,Overall,Overall,119.2,3.9
California,EIP,2020-22,2020,39,Overall,Overall,Overall,121.9,2.7
California,EIP,2020-22,2020,40,Overall,Overall,Overall,124.8,2.9
California,EIP,2020-22,2020,41,Overall,Overall,Overall,127,2.2
California,EIP,2020-22,2020,42,Overall,Overall,Overall,129.2,2.2
California,EIP,2020-22,2020,43,Overall,Overall,Overall,131.4,2.2
California,EIP,2020-22,2020,44,Overall,Overall,Overall,134.7,3.3
California,EIP,2020-22,2020,45,Overall,Overall,Overall,138.2,3.5
California,EIP,2020-22,2020,46,Overall,Overall,Overall,142.2,4
California,EIP,2020-22,2020,47,Overall,Overall,Overall,149,6.8
California,EIP,2020-22,2020,48,Overall,Overall,Overall,157.5,8.5
California,EIP,2020-22,2020,49,Overall,Overall,Overall,169.2,11.7
California,EIP,2020-22,2020,50,Overall,Overall,Overall,184.1,15
California,EIP,2020-22,2020,51,Overall,Overall,Overall,202.3,18.1
California,EIP,2020-22,2020,52,Overall,Overall,Overall,219.7,17.4
California,EIP,2020-22,2020,53,Overall,Overall,Overall,238.1,18.3
California,EIP,2020-22,2021,1,Overall,Overall,Overall,259.9,21.8
California,EIP,2020-22,2021,2,Overall,Overall,Overall,279.1,19.3
California,EIP,2020-22,2021,3,Overall,Overall,Overall,295.3,16.1
California,EIP,2020-22,2021,4,Overall,Overall,Overall,307.2,12
California,EIP,2020-22,2021,5,Overall,Overall,Overall,318.1,10.9
California,EIP,2020-22,2021,6,Overall,Overall,Overall,325.7,7.6
California,EIP,2020-22,2021,7,Overall,Overall,Overall,331.5,5.8
California,EIP,2020-22,2021,8,Overall,Overall,Overall,337.3,5.8
California,EIP,2020-22,2021,9,Overall,Overall,Overall,341.6,4.3
California,EIP,2020-22,2021,10,Overall,Overall,Overall,345.4,3.8
California,EIP,2020-22,2021,11,Overall,Overall,Overall,348.7,3.3
California,EIP,2020-22,2021,12,Overall,Overall,Overall,351.4,2.7
California,EIP,2020-22,2021,13,Overall,Overall,Overall,354.1,2.8
California,EIP,2020-22,2021,14,Overall,Overall,Overall,357.1,2.9
California,EIP,2020-22,2021,15,Overall,Overall,Overall,359.8,2.8
California,EIP,2020-22,2021,16,Overall,Overall,Overall,362.6,2.8
California,EIP,2020-22,2021,17,Overall,Overall,Overall,365.7,3.1
California,EIP,2020-22,2021,18,Overall,Overall,Overall,368.5,2.8
California,EIP,2020-22,2021,19,Overall,Overall,Overall,371,2.5
California,EIP,2020-22,2021,20,Overall,Overall,Overall,373,2.1
California,EIP,2020-22,2021,21,Overall,Overall,Overall,374.5,1.5
California,EIP,2020-22,2021,22,Overall,Overall,Overall,376,1.5
California,EIP,2020-22,2021,23,Overall,Overall,Overall,377.5,1.5
California,EIP,2020-22,2021,24,Overall,Overall,Overall,379.2,1.7
California,EIP,2020-22,2021,25,Overall,Overall,Overall,381.4,2.1
California,EIP,2020-22,2021,26,Overall,Overall,Overall,383.8,2.5
California,EIP,2020-22,2021,27,Overall,Overall,Overall,387.3,3.4
California,EIP,2020-22,2021,28,Overall,Overall,Overall,392.2,4.9
California,EIP,2020-22,2021,29,Overall,Overall,Overall,399.8,7.6
California,EIP,2020-22,2021,30,Overall,Overall,Overall,410.5,10.7
California,EIP,2020-22,2021,31,Overall,Overall,Overall,422.5,12
California,EIP,2020-22,2021,32,Overall,Overall,Overall,433.7,11.3
California,EIP,2020-22,2021,33,Overall,Overall,Overall,446,12.3
California,EIP,2020-22,2021,34,Overall,Overall,Overall,457.3,11.3
California,EIP,2020-22,2021,35,Overall,Overall,Overall,466,8.7
California,EIP,2020-22,2021,36,Overall,Overall,Overall,472.2,6.2
California,EIP,2020-22,2021,37,Overall,Overall,Overall,477.7,5.6
California,EIP,2020-22,2021,38,Overall,Overall,Overall,482.6,4.8
California,EIP,2020-22,2021,39,Overall,Overall,Overall,486.2,3.6
California,EIP,2020-22,2021,40,Overall,Overall,Overall,490,3.9
California,EIP,2020-22,2021,41,Overall,Overall,Overall,493,2.9
California,EIP,2020-22,2021,42,Overall,Overall,Overall,496,3
California,EIP,2020-22,2021,43,Overall,Overall,Overall,498.7,2.7
California,EIP,2020-22,2021,44,Overall,Overall,Overall,500.6,1.9
California,EIP,2020-22,2021,45,Overall,Overall,Overall,502.4,1.8
California,EIP,2020-22,2021,46,Overall,Overall,Overall,504.1,1.6
California,EIP,2020-22,2021,47,Overall,Overall,Overall,506.5,2.4
California,EIP,2020-22,2021,48,Overall,Overall,Overall,508.7,2.2
California,EIP,2020-22,2021,49,Overall,Overall,Overall,511.9,3.2
California,EIP,2020-22,2021,50,Overall,Overall,Overall,515.1,3.2
California,EIP,2020-22,2021,51,Overall,Overall,Overall,520,4.9
California,EIP,2020-22,2021,52,Overall,Overall,Overall,532.6,12.6
California,EIP,2020-22,2022,1,Overall,Overall,Overall,555,22.4
California,EIP,2020-22,2022,2,Overall,Overall,Overall,584.1,29.1
California,EIP,2020-22,2022,3,Overall,Overall,Overall,613.3,29.2
California,EIP,2020-22,2022,4,Overall,Overall,Overall,636.4,23
California,EIP,2020-22,2022,5,Overall,Overall,Overall,653.4,17.1
California,EIP,2020-22,2022,6,Overall,Overall,Overall,665.9,12.5
California,EIP,2020-22,2022,7,Overall,Overall,Overall,673.7,7.8
California,EIP,2020-22,2022,8,Overall,Overall,Overall,679.1,5.4
California,EIP,2020-22,2022,9,Overall,Overall,Overall,683.1,4
California,EIP,2020-22,2022,10,Overall,Overall,Overall,685.8,2.7
California,EIP,2020-22,2022,11,Overall,Overall,Overall,688.5,2.6
California,EIP,2020-22,2022,12,Overall,Overall,Overall,690.6,2.1
California,EIP,2020-22,2022,13,Overall,Overall,Overall,691.9,1.3
California,EIP,2020-22,2022,14,Overall,Overall,Overall,694.1,2.2
California,EIP,2020-22,2022,15,Overall,Overall,Overall,696.4,2.2
California,EIP,2020-22,2022,16,Overall,Overall,Overall,699.4,3.1
California,EIP,2020-22,2022,17,Overall,Overall,Overall,703.5,4.1
California,EIP,2020-22,2022,18,Overall,Overall,Overall,708.5,5
California,EIP,2020-22,2022,19,Overall,Overall,Overall,714.9,6.3
California,EIP,2020-22,2022,20,Overall,Overall,Overall,722.8,8
California,EIP,2020-22,2022,21,Overall,Overall,Overall,731.8,9
California,EIP,2020-22,2022,22,Overall,Overall,Overall,741.1,9.3
California,EIP,2020-22,2022,23,Overall,Overall,Overall,749.9,8.9
California,EIP,2020-22,2022,24,Overall,Overall,Overall,758.1,8.1
California,EIP,2020-22,2022,25,Overall,Overall,Overall,769.2,11.1
California,EIP,2020-22,2022,26,Overall,Overall,Overall,779.7,10.5
California,EIP,2020-22,2022,27,Overall,Overall,Overall,790.9,11.2
California,EIP,2020-22,2022,28,Overall,Overall,Overall,803.6,12.6
California,EIP,2020-22,2022,29,Overall,Overall,Overall,814.6,11.1
California,EIP,2020-22,2022,30,Overall,Overall,Overall,825.6,11
California,EIP,2020-22,2022,31,Overall,Overall,Overall,835.2,9.6
California,EIP,2020-22,2022,32,Overall,Overall,Overall,843.9,8.7
California,EIP,2020-22,2022,33,Overall,Overall,Overall,851.1,7.1
California,EIP,2020-22,2022,34,Overall,Overall,Overall,858,7
California,EIP,2020-22,2022,35,Overall,Overall,Overall,864.2,6.2
California,EIP,2020-22,2022,36,Overall,Overall,Overall,870.1,5.9
California,EIP,2020-22,2022,37,Overall,Overall,Overall,875,4.9
California,EIP,2020-22,2022,38,Overall,Overall,Overall,879,4
California,EIP,2020-22,2022,39,Overall,Overall,Overall,883.1,4.1
California,EIP,2020-22,2022,40,Overall,Overall,Overall,887.3,4.2
California,EIP,2020-22,2022,41,Overall,Overall,Overall,892,4.6
California,EIP,2020-22,2022,42,Overall,Overall,Overall,896,4
California,EIP,2020-22,2022,43,Overall,Overall,Overall,900.2,4.1
California,EIP,2020-22,2022,44,Overall,Overall,Overall,905.6,5.5
California,EIP,2020-22,2022,45,Overall,Overall,Overall,911.6,6
California,EIP,2020-22,2022,46,Overall,Overall,Overall,917.7,6.1
California,EIP,2020-22,2022,47,Overall,Overall,Overall,925.7,7.9
California,EIP,2020-22,2022,48,Overall,Overall,Overall,935.2,9.6
California,EIP,2020-22,2022,49,Overall,Overall,Overall,946.4,11.1
California,EIP,2020-22,2022,50,Overall,Overall,Overall,956.6,10.3
California,EIP,2020-22,2022,51,Overall,Overall,Overall,966.7,10.1
California,EIP,2020-22,2022,52,Overall,Overall,Overall,976.8,10
California,EIP,2020-22,2023,1,Overall,Overall,Overall,986.5,9.7
California,EIP,2020-22,2023,2,Overall,Overall,Overall,993.1,6.6
California,EIP,2020-22,2023,3,Overall,Overall,Overall,999.1,6
California,EIP,2020-22,2023,4,Overall,Overall,Overall,1003.9,4.8
California,EIP,2020-22,2023,5,Overall,Overall,Overall,1009.6,5.7
California,EIP,2020-22,2023,6,Overall,Overall,Overall,1014.9,5.4
California,EIP,2020-22,2023,7,Overall,Overall,Overall,1021.4,6.5
California,EIP,2020-22,2023,8,Overall,Overall,Overall,1028,6.6
California,EIP,2020-22,2023,9,Overall,Overall,Overall,1034.7,6.7
California,EIP,2020-22,2023,10,Overall,Overall,Overall,1041.5,6.8
California,EIP,2020-22,2023,11,Overall,Overall,Overall,1046.1,4.6
California,EIP,2020-22,2023,12,Overall,Overall,Overall,1050.8,4.8
California,EIP,2020-22,2023,13,Overall,Overall,Overall,1054.9,4.1
California,EIP,2020-22,2023,14,Overall,Overall,Overall,1059.3,4.4
California,EIP,2020-22,2023,15,Overall,Overall,Overall,1063.9,4.5
California,EIP,2020-22,2023,16,Overall,Overall,Overall,1068.3,4.4
California,EIP,2020-22,2023,17,Overall,Overall,Overall,1072.5,4.2
California,EIP,2020-22,2023,18,Overall,Overall,Overall,1075.4,2.9
California,EIP,2020-22,2023,19,Overall,Overall,Overall,1079.2,3.8
California,EIP,2020-22,2023,20,Overall,Overall,Overall,1083,3.8
California,EIP,2020-22,2023,21,Overall,Overall,Overall,1086.5,3.5
California,EIP,2020-22,2023,22,Overall,Overall,Overall,1089.6,3.1
California,EIP,2020-22,2023,23,Overall,Overall,Overall,1092.4,2.9
California,EIP,2020-22,2023,24,Overall,Overall,Overall,1095.6,3.2
California,EIP,2020-22,2023,25,Overall,Overall,Overall,1098.7,3.1
California,EIP,2020-22,2023,26,Overall,Overall,Overall,1101.6,2.9
California,EIP,2020-22,2023,27,Overall,Overall,Overall,1104.6,3
California,EIP,2020-22,2023,28,Overall,Overall,Overall,1108.4,3.8
California,EIP,2020-22,2023,29,Overall,Overall,Overall,1112.1,3.7
California,EIP,2020-22,2023,30,Overall,Overall,Overall,1116.9,4.8
California,EIP,2020-22,2023,31,Overall,Overall,Overall,1122,5.1
California,EIP,2020-22,2023,32,Overall,Overall,Overall,1127.1,5.1
California,EIP,2020-22,2023,33,Overall,Overall,Overall,1131.7,4.6
California,EIP,2020-22,2023,34,Overall,Overall,Overall,1137,5.3
California,EIP,2020-22,2023,35,Overall,Overall,Overall,1138.5,1.5
Colorado,EIP,2020-22,2020,10,Overall,Overall,Overall,0.1,0.1
Colorado,EIP,2020-22,2020,11,Overall,Overall,Overall,0.9,0.9
Colorado,EIP,2020-22,2020,12,Overall,Overall,Overall,6.1,5.1
Colorado,EIP,2020-22,2020,13,Overall,Overall,Overall,21.5,15.5
Colorado,EIP,2020-22,2020,14,Overall,Overall,Overall,40,18.5
Colorado,EIP,2020-22,2020,15,Overall,Overall,Overall,55.4,15.4
Colorado,EIP,2020-22,2020,16,Overall,Overall,Overall,70.7,15.3
Colorado,EIP,2020-22,2020,17,Overall,Overall,Overall,84.6,13.9
Colorado,EIP,2020-22,2020,18,Overall,Overall,Overall,96.6,12
Colorado,EIP,2020-22,2020,19,Overall,Overall,Overall,105.2,8.6
Colorado,EIP,2020-22,2020,20,Overall,Overall,Overall,113.2,7.9
Colorado,EIP,2020-22,2020,21,Overall,Overall,Overall,120.5,7.4
Colorado,EIP,2020-22,2020,22,Overall,Overall,Overall,125,4.4
Colorado,EIP,2020-22,2020,23,Overall,Overall,Overall,127.6,2.6
Colorado,EIP,2020-22,2020,24,Overall,Overall,Overall,129.7,2.1
Colorado,EIP,2020-22,2020,25,Overall,Overall,Overall,132.2,2.5
Colorado,EIP,2020-22,2020,26,Overall,Overall,Overall,135,2.8
Colorado,EIP,2020-22,2020,27,Overall,Overall,Overall,138.3,3.3
Colorado,EIP,2020-22,2020,28,Overall,Overall,Overall,142.8,4.5
Colorado,EIP,2020-22,2020,29,Overall,Overall,Overall,147.6,4.8
Colorado,EIP,2020-22,2020,30,Overall,Overall,Overall,151.7,4.1
Colorado,EIP,2020-22,2020,31,Overall,Overall,Overall,155.3,3.6
Colorado,EIP,2020-22,2020,32,Overall,Overall,Overall,158.2,2.9
Colorado,EIP,2020-22,2020,33,Overall,Overall,Overall,161.1,2.9
Colorado,EIP,2020-22,2020,34,Overall,Overall,Overall,163.3,2.2
Colorado,EIP,2020-22,2020,35,Overall,Overall,Overall,165.9,2.7
Colorado,EIP,2020-22,2020,36,Overall,Overall,Overall,168.4,2.5
Colorado,EIP,2020-22,2020,37,Overall,Overall,Overall,170.8,2.4
Colorado,EIP,2020-22,2020,38,Overall,Overall,Overall,173.9,3.1
Colorado,EIP,2020-22,2020,39,Overall,Overall,Overall,178,4.1
Colorado,EIP,2020-22,2020,40,Overall,Overall,Overall,182.9,4.9
Colorado,EIP,2020-22,2020,41,Overall,Overall,Overall,189.8,6.9
Colorado,EIP,2020-22,2020,42,Overall,Overall,Overall,198.2,8.4
Colorado,EIP,2020-22,2020,43,Overall,Overall,Overall,209.6,11.4
Colorado,EIP,2020-22,2020,44,Overall,Overall,Overall,224.5,14.9
Colorado,EIP,2020-22,2020,45,Overall,Overall,Overall,245.7,21.2
Colorado,EIP,2020-22,2020,46,Overall,Overall,Overall,273.7,28
Colorado,EIP,2020-22,2020,47,Overall,Overall,Overall,301.1,27.4
Colorado,EIP,2020-22,2020,48,Overall,Overall,Overall,326.1,25
Colorado,EIP,2020-22,2020,49,Overall,Overall,Overall,350,23.9
Colorado,EIP,2020-22,2020,50,Overall,Overall,Overall,370,20
Colorado,EIP,2020-22,2020,51,Overall,Overall,Overall,385.7,15.8
Colorado,EIP,2020-22,2020,52,Overall,Overall,Overall,399.3,13.6
Colorado,EIP,2020-22,2020,53,Overall,Overall,Overall,411.7,12.4
Colorado,EIP,2020-22,2021,1,Overall,Overall,Overall,424,12.3
Colorado,EIP,2020-22,2021,2,Overall,Overall,Overall,435.3,11.3
Colorado,EIP,2020-22,2021,3,Overall,Overall,Overall,444.8,9.5
Colorado,EIP,2020-22,2021,4,Overall,Overall,Overall,453.7,8.9
Colorado,EIP,2020-22,2021,5,Overall,Overall,Overall,461.3,7.6
Colorado,EIP,2020-22,2021,6,Overall,Overall,Overall,467.5,6.1
Colorado,EIP,2020-22,2021,7,Overall,Overall,Overall,474.3,6.8
Colorado,EIP,2020-22,2021,8,Overall,Overall,Overall,480.4,6.2
Colorado,EIP,2020-22,2021,9,Overall,Overall,Overall,485.8,5.3
Colorado,EIP,2020-22,2021,10,Overall,Overall,Overall,491,5.2
Colorado,EIP,2020-22,2021,11,Overall,Overall,Overall,496.4,5.5
Colorado,EIP,2020-22,2021,12,Overall,Overall,Overall,502.8,6.4
Colorado,EIP,2020-22,2021,13,Overall,Overall,Overall,509.5,6.8
Colorado,EIP,2020-22,2021,14,Overall,Overall,Overall,518.3,8.8
Colorado,EIP,2020-22,2021,15,Overall,Overall,Overall,528.4,10.2
Colorado,EIP,2020-22,2021,16,Overall,Overall,Overall,539,10.6
Colorado,EIP,2020-22,2021,17,Overall,Overall,Overall,550.8,11.8
Colorado,EIP,2020-22,2021,18,Overall,Overall,Overall,562.6,11.9
Colorado,EIP,2020-22,2021,19,Overall,Overall,Overall,571.6,9
Colorado,EIP,2020-22,2021,20,Overall,Overall,Overall,579.9,8.3
Colorado,EIP,2020-22,2021,21,Overall,Overall,Overall,586,6.1
Colorado,EIP,2020-22,2021,22,Overall,Overall,Overall,590.5,4.4
Colorado,EIP,2020-22,2021,23,Overall,Overall,Overall,593.6,3.2
Colorado,EIP,2020-22,2021,24,Overall,Overall,Overall,596.2,2.5
Colorado,EIP,2020-22,2021,25,Overall,Overall,Overall,598.7,2.6
Colorado,EIP,2020-22,2021,26,Overall,Overall,Overall,601.5,2.8
Colorado,EIP,2020-22,2021,27,Overall,Overall,Overall,604,2.5
Colorado,EIP,2020-22,2021,28,Overall,Overall,Overall,606.7,2.8
Colorado,EIP,2020-22,2021,29,Overall,Overall,Overall,610.1,3.3
Colorado,EIP,2020-22,2021,30,Overall,Overall,Overall,614.6,4.6
Colorado,EIP,2020-22,2021,31,Overall,Overall,Overall,620.6,6
Colorado,EIP,2020-22,2021,32,Overall,Overall,Overall,628.2,7.6
Colorado,EIP,2020-22,2021,33,Overall,Overall,Overall,637.3,9.1
Colorado,EIP,2020-22,2021,34,Overall,Overall,Overall,648,10.7
Colorado,EIP,2020-22,2021,35,Overall,Overall,Overall,659.7,11.7
Colorado,EIP,2020-22,2021,36,Overall,Overall,Overall,670.3,10.6
Colorado,EIP,2020-22,2021,37,Overall,Overall,Overall,680.2,9.9
Colorado,EIP,2020-22,2021,38,Overall,Overall,Overall,689.9,9.6
Colorado,EIP,2020-22,2021,39,Overall,Overall,Overall,699.2,9.3
Colorado,EIP,2020-22,2021,40,Overall,Overall,Overall,710,10.8
Colorado,EIP,2020-22,2021,41,Overall,Overall,Overall,721.5,11.4
Colorado,EIP,2020-22,2021,42,Overall,Overall,Overall,734.5,13
Colorado,EIP,2020-22,2021,43,Overall,Overall,Overall,750.2,15.7
Colorado,EIP,2020-22,2021,44,Overall,Overall,Overall,767,16.8
Colorado,EIP,2020-22,2021,45,Overall,Overall,Overall,786.3,19.3
Colorado,EIP,2020-22,2021,46,Overall,Overall,Overall,804.7,18.4
Colorado,EIP,2020-22,2021,47,Overall,Overall,Overall,822.1,17.4
Colorado,EIP,2020-22,2021,48,Overall,Overall,Overall,839.3,17.1
Colorado,EIP,2020-22,2021,49,Overall,Overall,Overall,854.7,15.5
Colorado,EIP,2020-22,2021,50,Overall,Overall,Overall,867.4,12.7
Colorado,EIP,2020-22,2021,51,Overall,Overall,Overall,880.2,12.8
Colorado,EIP,2020-22,2021,52,Overall,Overall,Overall,903.3,23.1
Colorado,EIP,2020-22,2022,1,Overall,Overall,Overall,937.1,33.8
Colorado,EIP,2020-22,2022,2,Overall,Overall,Overall,968.6,31.5
Colorado,EIP,2020-22,2022,3,Overall,Overall,Overall,995.1,26.5
Colorado,EIP,2020-22,2022,4,Overall,Overall,Overall,1015,19.9
Colorado,EIP,2020-22,2022,5,Overall,Overall,Overall,1026.8,11.8
Colorado,EIP,2020-22,2022,6,Overall,Overall,Overall,1034.9,8.1
Colorado,EIP,2020-22,2022,7,Overall,Overall,Overall,1039.8,4.9
Colorado,EIP,2020-22,2022,8,Overall,Overall,Overall,1043.2,3.4
Colorado,EIP,2020-22,2022,9,Overall,Overall,Overall,1045.7,2.5
Colorado,EIP,2020-22,2022,10,Overall,Overall,Overall,1047.7,2
Colorado,EIP,2020-22,2022,11,Overall,Overall,Overall,1049.2,1.5
Colorado,EIP,2020-22,2022,12,Overall,Overall,Overall,1050.3,1.1
Colorado,EIP,2020-22,2022,13,Overall,Overall,Overall,1051.6,1.2
Colorado,EIP,2020-22,2022,14,Overall,Overall,Overall,1052.5,1
Colorado,EIP,2020-22,2022,15,Overall,Overall,Overall,1054.7,2.2
Colorado,EIP,2020-22,2022,16,Overall,Overall,Overall,1057.1,2.3
Colorado,EIP,2020-22,2022,17,Overall,Overall,Overall,1059.8,2.8
Colorado,EIP,2020-22,2022,18,Overall,Overall,Overall,1063.5,3.7
Colorado,EIP,2020-22,2022,19,Overall,Overall,Overall,1067.7,4.2
Colorado,EIP,2020-22,2022,20,Overall,Overall,Overall,1072.4,4.7
Colorado,EIP,2020-22,2022,21,Overall,Overall,Overall,1077.7,5.3
Colorado,EIP,2020-22,2022,22,Overall,Overall,Overall,1084.3,6.6
Colorado,EIP,2020-22,2022,23,Overall,Overall,Overall,1093,8.7
Colorado,EIP,2020-22,2022,24,Overall,Overall,Overall,1099.9,6.9
Colorado,EIP,2020-22,2022,25,Overall,Overall,Overall,1106.8,6.9
Colorado,EIP,2020-22,2022,26,Overall,Overall,Overall,1113,6.2
Colorado,EIP,2020-22,2022,27,Overall,Overall,Overall,1120.6,7.6
Colorado,EIP,2020-22,2022,28,Overall,Overall,Overall,1126.7,6.2
Colorado,EIP,2020-22,2022,29,Overall,Overall,Overall,1133.1,6.4
Colorado,EIP,2020-22,2022,30,Overall,Overall,Overall,1138.6,5.5
Colorado,EIP,2020-22,2022,31,Overall,Overall,Overall,1144,5.4
Colorado,EIP,2020-22,2022,32,Overall,Overall,Overall,1148.8,4.7
Colorado,EIP,2020-22,2022,33,Overall,Overall,Overall,1152.9,4.1
Colorado,EIP,2020-22,2022,34,Overall,Overall,Overall,1157,4.2
Colorado,EIP,2020-22,2022,35,Overall,Overall,Overall,1160.6,3.6
Colorado,EIP,2020-22,2022,36,Overall,Overall,Overall,1163.6,3
Colorado,EIP,2020-22,2022,37,Overall,Overall,Overall,1167.3,3.6
Colorado,EIP,2020-22,2022,38,Overall,Overall,Overall,1170.4,3.1
Colorado,EIP,2020-22,2022,39,Overall,Overall,Overall,1173.5,3.2
Colorado,EIP,2020-22,2022,40,Overall,Overall,Overall,1176.5,2.9
Colorado,EIP,2020-22,2022,41,Overall,Overall,Overall,1179.7,3.2
Colorado,EIP,2020-22,2022,42,Overall,Overall,Overall,1183.2,3.5
Colorado,EIP,2020-22,2022,43,Overall,Overall,Overall,1187.1,4
Colorado,EIP,2020-22,2022,44,Overall,Overall,Overall,1193.9,6.8
Colorado,EIP,2020-22,2022,45,Overall,Overall,Overall,1202.7,8.8
Colorado,EIP,2020-22,2022,46,Overall,Overall,Overall,1210.6,7.9
Colorado,EIP,2020-22,2022,47,Overall,Overall,Overall,1219.4,8.8
Colorado,EIP,2020-22,2022,48,Overall,Overall,Overall,1229.1,9.7
Colorado,EIP,2020-22,2022,49,Overall,Overall,Overall,1237,7.9
Colorado,EIP,2020-22,2022,50,Overall,Overall,Overall,1243.9,6.8
Colorado,EIP,2020-22,2022,51,Overall,Overall,Overall,1249.5,5.6
Colorado,EIP,2020-22,2022,52,Overall,Overall,Overall,1254.6,5.1
Colorado,EIP,2020-22,2023,1,Overall,Overall,Overall,1260.1,5.5
Colorado,EIP,2020-22,2023,2,Overall,Overall,Overall,1263.4,3.2
Colorado,EIP,2020-22,2023,3,Overall,Overall,Overall,1266.6,3.3
Colorado,EIP,2020-22,2023,4,Overall,Overall,Overall,1269.9,3.3
Colorado,EIP,2020-22,2023,5,Overall,Overall,Overall,1273.7,3.7
Colorado,EIP,2020-22,2023,6,Overall,Overall,Overall,1277.4,3.8
Colorado,EIP,2020-22,2023,7,Overall,Overall,Overall,1282,4.6
Colorado,EIP,2020-22,2023,8,Overall,Overall,Overall,1287.2,5.2
Colorado,EIP,2020-22,2023,9,Overall,Overall,Overall,1291.8,4.7
Colorado,EIP,2020-22,2023,10,Overall,Overall,Overall,1295.3,3.5
Colorado,EIP,2020-22,2023,11,Overall,Overall,Overall,1299.3,4
Colorado,EIP,2020-22,2023,12,Overall,Overall,Overall,1303.3,4
Colorado,EIP,2020-22,2023,13,Overall,Overall,Overall,1306,2.8
Colorado,EIP,2020-22,2023,14,Overall,Overall,Overall,1308.7,2.7
Colorado,EIP,2020-22,2023,15,Overall,Overall,Overall,1311.2,2.5
Colorado,EIP,2020-22,2023,16,Overall,Overall,Overall,1313.6,2.5
Colorado,EIP,2020-22,2023,17,Overall,Overall,Overall,1315.8,2.2
Colorado,EIP,2020-22,2023,18,Overall,Overall,Overall,1318.1,2.3
Colorado,EIP,2020-22,2023,19,Overall,Overall,Overall,1319.5,1.4
Colorado,EIP,2020-22,2023,20,Overall,Overall,Overall,1320.8,1.4
Colorado,EIP,2020-22,2023,21,Overall,Overall,Overall,1322.3,1.4
Colorado,EIP,2020-22,2023,22,Overall,Overall,Overall,1323.2,1
Colorado,EIP,2020-22,2023,23,Overall,Overall,Overall,1324.4,1.1
Colorado,EIP,2020-22,2023,24,Overall,Overall,Overall,1325.1,0.7
Colorado,EIP,2020-22,2023,25,Overall,Overall,Overall,1326.5,1.4
Colorado,EIP,2020-22,2023,26,Overall,Overall,Overall,1327.7,1.2
Colorado,EIP,2020-22,2023,27,Overall,Overall,Overall,1328.7,1
Colorado,EIP,2020-22,2023,28,Overall,Overall,Overall,1329.7,1
Colorado,EIP,2020-22,2023,29,Overall,Overall,Overall,1330.7,1
Colorado,EIP,2020-22,2023,30,Overall,Overall,Overall,1331.7,1
Colorado,EIP,2020-22,2023,31,Overall,Overall,Overall,1333.2,1.5
Colorado,EIP,2020-22,2023,32,Overall,Overall,Overall,1334.7,1.5
Colorado,EIP,2020-22,2023,33,Overall,Overall,Overall,1336.3,1.7
Colorado,EIP,2020-22,2023,34,Overall,Overall,Overall,1338.4,2.1
Colorado,EIP,2020-22,2023,35,Overall,Overall,Overall,1339.1,0.7
Connecticut,EIP,2020-22,2020,10,Overall,Overall,Overall,0,0
Connecticut,EIP,2020-22,2020,11,Overall,Overall,Overall,1,1
Connecticut,EIP,2020-22,2020,12,Overall,Overall,Overall,5.5,4.5
Connecticut,EIP,2020-22,2020,13,Overall,Overall,Overall,25.4,19.8
Connecticut,EIP,2020-22,2020,14,Overall,Overall,Overall,61.4,36
Connecticut,EIP,2020-22,2020,15,Overall,Overall,Overall,102.4,41
