pango_lineage	AY.100	#E67130
pango_lineage	AY.103	#E56E30
pango_lineage	AY.107	#E56B2F
pango_lineage	AY.110	#E4682F
pango_lineage	AY.113	#E4652E
pango_lineage	AY.117	#E3622D
pango_lineage	AY.118	#E35F2D
pango_lineage	AY.119	#E35C2C
pango_lineage	AY.119.2	#E2592C
pango_lineage	AY.120.2	#E2562B
pango_lineage	AY.121	#E1532A
pango_lineage	AY.122	#E1502A
pango_lineage	B.1.621	#E04D29
pango_lineage	B.1.621.1	#E04A29
pango_lineage	B.1.623	#DF4728
pango_lineage	B.1.625	#DF4328
pango_lineage	B.1.627	#DF4027
pango_lineage	B.1.630	#DE3D27
pango_lineage	B.1.637	#DE3A26
pango_lineage	B.1.637.1	#DD3726
pango_lineage	B.1.639	#DD3425
pango_lineage	B.28	#DD3124
pango_lineage	B.37	#DC2E24
pango_lineage	B.40	#DC2B23
pango_lineage	XB	#DB2823

